1,108,2,-151.58742267089173,-151.58742267089173,True
2,99,22,-371.51987749514404,-261.5536500830179,True
3,70,36,-166.50465819515196,-229.87065278706257,True
4,73,51,-91.37910950452684,-195.24776696642863,True
5,84,67,-344.37545523784615,-225.07330462071212,True
6,130,93,-377.954558978609,-250.5535136803616,True
7,91,112,-304.93533901753466,-258.32234587138635,True
8,135,139,-196.10821223045394,-250.5455791662698,True
9,125,164,-365.20073070094253,-263.2850404479001,True
10,71,178,-86.22128165992393,-245.57866456910247,True
11,65,191,-85.50886090956172,-231.02686423641697,True
12,76,206,-82.8099083675818,-218.67545124734738,True
13,68,220,-115.37424892235579,-210.72920491465572,True
14,62,232,-98.04356757370232,-202.68023081887333,True
15,100,252,-149.3780276549611,-199.12675060794584,True
16,65,265,-212.48655410744806,-199.96173832666472,True
17,72,279,-176.61360144635563,-198.58831851017592,True
18,90,297,-143.85016816265892,-195.54731015753612,True
19,102,318,-315.2966433530262,-201.84990664150925,True
20,142,346,-34.08228328479066,-193.46152547367333,True
21,105,367,-272.4322072248634,-197.22203412849188,True
22,68,381,-270.6657780255093,-200.56038612381087,True
23,128,406,-68.02101009323127,-194.7978045572639,True
24,99,426,-164.69591487382792,-193.54355915378747,True
25,100,446,-493.8585648210307,-205.55615938047723,True
26,99,466,-382.4879898397239,-212.36122978275594,True
27,130,492,-106.93328581053896,-208.45649111711828,True
28,98,512,-216.2299978578639,-208.7341163578592,True
29,122,536,-98.15362836978416,-204.92099608240832,True
30,86,553,-73.34411199755175,-200.53509994624645,True
31,64,566,-56.97177039720586,-195.9040247995032,True
32,78,582,-187.98696042171036,-195.65661653769712,True
33,84,598,-144.40477100013405,-194.10353030928613,True
34,148,628,-295.4087099243115,-197.0830944156104,True
35,133,655,-259.33972889286395,-198.86185540067478,True
36,102,675,-193.30562216943548,-198.70751558869588,True
37,129,701,-321.4411236399378,-202.02464013062135,True
38,116,724,-85.52690961984487,-198.95891038033776,True
39,98,744,-383.8248221475171,-203.6990619641116,True
40,113,766,-221.85707965470596,-204.1530124063765,True
41,106,787,-242.63997495880164,-205.0917188100942,True
42,92,806,-116.15404458581028,-202.9741551380874,True
43,127,831,-79.48493542554223,-200.102312819191,True
44,88,849,-151.91170392266935,-199.00707170790645,True
45,131,875,-245.35410689549025,-200.0370058231861,True
46,133,902,-256.31968194932426,-201.26054226071082,True
47,152,932,-56.73643165057331,-198.1855611838994,True
48,78,948,-105.08774699740043,-196.2460233883473,True
49,115,971,-182.6293110122029,-195.96813129903822,True
50,94,989,-55.91569036523893,-193.1670824803622,True
51,94,1008,-131.21140763507162,-191.952265326533,True
52,172,1043,-495.15223019691547,-197.78303388173268,True
53,89,1060,-147.59315040565156,-196.83605494822172,True
54,94,1079,-178.34549053557328,-196.49363708872824,True
55,126,1104,-184.99945687180144,-196.284651993875,True
56,85,1121,-44.922666211657415,-193.58175939062113,True
57,129,1147,-208.48139961275257,-193.84315658750063,True
58,133,1174,-177.8455085260428,-193.56733506919963,True
59,115,1197,-144.38930301690354,-192.73380910221158,True
60,123,1221,-75.06618866029535,-190.77268209484632,True
61,123,1246,-122.43308725142363,-189.65236086790495,True
62,136,1273,-108.55116768867339,-188.3442771069496,True
63,114,1296,-164.7480105564695,-187.9697331934499,True
64,121,1320,-154.64657319740317,-187.44905881851167,True
65,104,1341,-293.918911743977,-189.0870565558265,True
66,112,1363,-152.01804751396458,-188.5254049036771,True
67,142,1392,-333.18518675769064,-190.68450612537876,True
68,143,1420,-275.0451560980433,-191.92510391909443,True
69,147,1450,-233.79246844028367,-192.53187731795225,True
70,88,1467,-74.75350955120702,-190.84932920699873,True
71,84,1484,-54.95515030480661,-188.93532668724956,True
72,102,1505,-42.831956298745055,-186.90611320963149,True
